cluster_id,canonical_name,canon_id,basis,flag,death,tabaqa,n_entries,n_books,books,variant_names,members
44286,يحيى بن كثير أبو النضر صاحب البصري عن أيوب قال الدارقطني متروك فأما,49735,canon,ok,,,1,1,mughni_duafa_dhahabi,يحيى بن كثير أبو النضر صاحب البصري عن أيوب قال الدارقطني متروك فأما,mughni_duafa_dhahabi:
44287,يحيى بن كثير البصري العنبري فأصغر من هذا ثقة,,name,ok,,,1,1,mughni_duafa_dhahabi,يحيى بن كثير البصري العنبري فأصغر من هذا ثقة,mughni_duafa_dhahabi:
44288,يحيى بن كثير الكاهلي الكوفي عن تابعي ضعفه النسائي,,name,ok,,,1,1,mughni_duafa_dhahabi,يحيى بن كثير الكاهلي الكوفي عن تابعي ضعفه النسائي,mughni_duafa_dhahabi:
44289,يحيى بن كثير الطائي عن عبد الرحمن بن نجدة لا يدرى من هو ولا شيخه,,name,ok,,,1,1,mughni_duafa_dhahabi,يحيى بن كثير الطائي عن عبد الرحمن بن نجدة لا يدرى من هو ولا شيخه,mughni_duafa_dhahabi:
44290,يحيى بن مالك بن أنس الأصبحي قال العقيلي حدث عن أبيه بمناكير,,name,ok,,,1,1,mughni_duafa_dhahabi,يحيى بن مالك بن أنس الأصبحي قال العقيلي حدث عن أبيه بمناكير,mughni_duafa_dhahabi:
44291,د / يحيى بن المتوكل أبو عقيل عن بهية قال أحمد واهي الحديث واهي وقال ابن معين ليس بشيء وقال غير واحد ضعيف وبهية لا تعرف أما,,name,ok,,,1,1,mughni_duafa_dhahabi,د / يحيى بن المتوكل أبو عقيل عن بهية قال أحمد واهي الحديث واهي وقال ابن معين ليس بشيء وقال غير واحد ضعيف وبهية لا تعرف أما,mughni_duafa_dhahabi:
44292,يحيى بن المتوكل فبصري صدوق,49737,canon,ok,,,1,1,mughni_duafa_dhahabi,يحيى بن المتوكل فبصري صدوق,mughni_duafa_dhahabi:
44293,يحيى بن المثنى عن نعيم في جمل تردى في بئر لا ندري من ذا,,name,ok,,,1,1,mughni_duafa_dhahabi,يحيى بن المثنى عن نعيم في جمل تردى في بئر لا ندري من ذا,mughni_duafa_dhahabi:
44294,يحيى بن محمد بن بشير عن أبي بكر بن عياش كذبه مطين وقال الدارقطني ثقة حافظ,49738,canon,ok,,,1,1,mughni_duafa_dhahabi,يحيى بن محمد بن بشير عن أبي بكر بن عياش كذبه مطين وقال الدارقطني ثقة حافظ,mughni_duafa_dhahabi:
44295,يحيى بن محمد البزار قشيلة رافضي وفاسق وسماعه من البطي بخط محمد بن عبد الخالق بن يوسف الكذاب,27008,canon,ok,,,1,1,mughni_duafa_dhahabi,يحيى بن محمد البزار قشيلة رافضي وفاسق وسماعه من البطي بخط محمد بن عبد الخالق بن يوسف الكذاب,mughni_duafa_dhahabi:
44296,م س / يحيى بن محمد بن قيس أبو زكير ثقة مشهور قال ابن حبان لا يحتج به وقال أبو حاتم له حديث منكر في أكل البلح بالتمر,,name,ok,,,1,1,mughni_duafa_dhahabi,م س / يحيى بن محمد بن قيس أبو زكير ثقة مشهور قال ابن حبان لا يحتج به وقال أبو حاتم له حديث منكر في أكل البلح بالتمر,mughni_duafa_dhahabi:
44297,د ت س / يحيى بن محمد الجاري عن الدراوردي قال البخاري يتكلمون فه,,name,ok,,,1,1,mughni_duafa_dhahabi,د ت س / يحيى بن محمد الجاري عن الدراوردي قال البخاري يتكلمون فه,mughni_duafa_dhahabi:
44298,ت / يحيى بن محمد بن عباد بن هانئ الشجري أبو إبراهيم ضعفه أبو حاتم,,name,ok,,,1,1,mughni_duafa_dhahabi,ت / يحيى بن محمد بن عباد بن هانئ الشجري أبو إبراهيم ضعفه أبو حاتم,mughni_duafa_dhahabi:
44299,يحيى بن محمد ابن أخي حرملة التجيبي قال ابن عدي كتبت عنه وكان ضعيفا,,name,ok,,,1,1,mughni_duafa_dhahabi,يحيى بن محمد ابن أخي حرملة التجيبي قال ابن عدي كتبت عنه وكان ضعيفا,mughni_duafa_dhahabi:
44300,يحيى بن محمد أبو بشر عن روح بن عبادة نهى عنه أبو زرعة,,name,ok,,,1,1,mughni_duafa_dhahabi,يحيى بن محمد أبو بشر عن روح بن عبادة نهى عنه أبو زرعة,mughni_duafa_dhahabi:
44301,يحيى بن محمد بن عبد الرحمن بن أبي لبيبة هو شيخ وكيع مر منسوبا إلى الجد,,name,ok,,,1,1,mughni_duafa_dhahabi,يحيى بن محمد بن عبد الرحمن بن أبي لبيبة هو شيخ وكيع مر منسوبا إلى الجد,mughni_duafa_dhahabi:
44302,يحيى بن مساور عن جعفر بن محمد قال الأزدي كذاب,,name,ok,,,1,1,mughni_duafa_dhahabi,يحيى بن مساور عن جعفر بن محمد قال الأزدي كذاب,mughni_duafa_dhahabi:
44303,يحيى بن مسلم شيخ لبقية لا يدرى من هو,49740,canon,ok,,,1,1,mughni_duafa_dhahabi,يحيى بن مسلم شيخ لبقية لا يدرى من هو,mughni_duafa_dhahabi:
44304,ت / يحيى بن مسلم عن الحسن,,name,ok,,,1,1,mughni_duafa_dhahabi,ت / يحيى بن مسلم عن الحسن,mughni_duafa_dhahabi:
44305,ويحيى بن مسلم عن أبي إدريس الخولاني مجهولان,,name,ok,,,1,1,mughni_duafa_dhahabi,ويحيى بن مسلم عن أبي إدريس الخولاني مجهولان,mughni_duafa_dhahabi:
44306,ت ق / يحيى بن مسلم البكاء تابعي ويقال فيه ابن أبي خليد مختلف فيه والجمهور على تضعيفه,,name,ok,,,1,1,mughni_duafa_dhahabi,ت ق / يحيى بن مسلم البكاء تابعي ويقال فيه ابن أبي خليد مختلف فيه والجمهور على تضعيفه,mughni_duafa_dhahabi:
44307,يحيى بن مسلمة أخو القعنبي عن حماد بن زيد قال العقيلي حدث بمناكير,,name,ok,,,1,1,mughni_duafa_dhahabi,يحيى بن مسلمة أخو القعنبي عن حماد بن زيد قال العقيلي حدث بمناكير,mughni_duafa_dhahabi:
44308,يحيى بن المنذر الكندي عن إسرائيل ضعفه الدارقطني وغيره,,name,ok,,,1,1,mughni_duafa_dhahabi,يحيى بن المنذر الكندي عن إسرائيل ضعفه الدارقطني وغيره,mughni_duafa_dhahabi:
44309,يحيى بن معن المدني عن سعد بن شراحيل مجهول كشيخه,,name,ok,,,1,1,mughni_duafa_dhahabi,يحيى بن معن المدني عن سعد بن شراحيل مجهول كشيخه,mughni_duafa_dhahabi:
44310,س ق / يحيى بن ميمون العطار أبو المعلى بصري عن سعيد بن جبير كذبه الفلاس,,name,ok,,,1,1,mughni_duafa_dhahabi,س ق / يحيى بن ميمون العطار أبو المعلى بصري عن سعيد بن جبير كذبه الفلاس,mughni_duafa_dhahabi:
44311,د / يحيى بن ميمون بن عطاء أبو أيوب التمار بصري عن ثابت وعدة قال أحمد خرقنا حديثه وقال الدارقطني وغيره متروك فأما,,name,ok,,,1,1,mughni_duafa_dhahabi,د / يحيى بن ميمون بن عطاء أبو أيوب التمار بصري عن ثابت وعدة قال أحمد خرقنا حديثه وقال الدارقطني وغيره متروك فأما,mughni_duafa_dhahabi:
44312,د س / يحيى بن ميمون أبو عمرة الحضرمي قاضي مصر فصدوق,,name,ok,,,1,1,mughni_duafa_dhahabi,د س / يحيى بن ميمون أبو عمرة الحضرمي قاضي مصر فصدوق,mughni_duafa_dhahabi:
44313,يحيى بن نصر بن حاجب القرشي عن عاصم الأحول قال أبو زرعة ليس بشيء,,name,ok,,,1,1,mughni_duafa_dhahabi,يحيى بن نصر بن حاجب القرشي عن عاصم الأحول قال أبو زرعة ليس بشيء,mughni_duafa_dhahabi:
44314,يحيى بن هاشم الغساني السمسار عن هشام بن عروة كذبوه ودجلوه وقال النسائي متروك وقال ابن عدي كان يضع الحديث ببغداد ويسرقه,,name,ok,,,1,1,mughni_duafa_dhahabi,يحيى بن هاشم الغساني السمسار عن هشام بن عروة كذبوه ودجلوه وقال النسائي متروك وقال ابن عدي كان يضع الحديث ببغداد ويسرقه,mughni_duafa_dhahabi:
44315,ع / يحيى بن واضح أبو تميلة مروزي مشهور وثقه ابن معين وقال ابن الجوزي أدخله البخاري في كتاب الضعفاء قلت ما اعتقد ذلك فإن البخاري قد احتج به وقال أحمد لا بأس به إن شاء الله أرجو ذلك,,name,ok,,,1,1,mughni_duafa_dhahabi,ع / يحيى بن واضح أبو تميلة مروزي مشهور وثقه ابن معين وقال ابن الجوزي أدخله البخاري في كتاب الضعفاء قلت ما اعتقد ذلك فإن البخاري قد احتج به وقال أحمد لا بأس به إن شاء الله أرجو ذلك,mughni_duafa_dhahabi:
44316,س / يحيى بن الوليد بن عبادة بن الصامت ما روى عنه سوى واحد,,name,ok,,,1,1,mughni_duafa_dhahabi,س / يحيى بن الوليد بن عبادة بن الصامت ما روى عنه سوى واحد,mughni_duafa_dhahabi:
44317,يحيى بن أبي زكريا يحيى الغساني الواسطي عن هشام بن عروة قال ابن حبان لا تجوز الرواية عنه,,name,ok,,,1,1,mughni_duafa_dhahabi,يحيى بن أبي زكريا يحيى الغساني الواسطي عن هشام بن عروة قال ابن حبان لا تجوز الرواية عنه,mughni_duafa_dhahabi:
44318,س / يحيى بن أبي يحيى لم يرو عنه غير ورقاء بن عمر,,name,ok,,,1,1,mughni_duafa_dhahabi,س / يحيى بن أبي يحيى لم يرو عنه غير ورقاء بن عمر,mughni_duafa_dhahabi:
44319,يحيى بن يزيد بن عبد الملك النوفلي شيخ لدحيم ضعفه ابن عدي,49742,canon,ok,,,1,1,mughni_duafa_dhahabi,يحيى بن يزيد بن عبد الملك النوفلي شيخ لدحيم ضعفه ابن عدي,mughni_duafa_dhahabi:
44320,د / يحيى بن يزيد أبو شيبة الرهاوي عن زيد بن أبي أنيسة ضعيف وقواه ابن عدي,,name,ok,,,1,1,mughni_duafa_dhahabi,د / يحيى بن يزيد أبو شيبة الرهاوي عن زيد بن أبي أنيسة ضعيف وقواه ابن عدي,mughni_duafa_dhahabi:
44321,يحيى بن يزيد الأهوازي عن محمد الزبرقان في أكل الطين منكر وهذا يجهل,,name,ok,,,1,1,mughni_duafa_dhahabi,يحيى بن يزيد الأهوازي عن محمد الزبرقان في أكل الطين منكر وهذا يجهل,mughni_duafa_dhahabi:
44322,يحيى بن يزيد الأشعري عن ابن جريج قال البخاري منكر الحديث,,name,ok,,,1,1,mughni_duafa_dhahabi,يحيى بن يزيد الأشعري عن ابن جريج قال البخاري منكر الحديث,mughni_duafa_dhahabi:
44323,يحيى بن يعقوب أبو طالب القاص عن إبراهيم التيمي قال أبو حاتم محله الصدق وقال البخاري منكر الحديث,,name,ok,,,1,1,mughni_duafa_dhahabi,يحيى بن يعقوب أبو طالب القاص عن إبراهيم التيمي قال أبو حاتم محله الصدق وقال البخاري منكر الحديث,mughni_duafa_dhahabi:
44324,ت / يحيى بن يعلى الأسلمي القطواني عن يونس بن خباب ضعفه أبو حاتم وقال البخاري مضطرب الحديث فأما,,name,ok,,,1,1,mughni_duafa_dhahabi,ت / يحيى بن يعلى الأسلمي القطواني عن يونس بن خباب ضعفه أبو حاتم وقال البخاري مضطرب الحديث فأما,mughni_duafa_dhahabi:
44325,يحيى بن يعلى أبو المحياة التيمي,2414,canon,ok,180,الثامنة,1,1,mughni_duafa_dhahabi,يحيى بن يعلى أبو المحياة التيمي,mughni_duafa_dhahabi:
44326,ويحيى بن يعلى المحاربي فثقتان,,name,ok,,,1,1,mughni_duafa_dhahabi,ويحيى بن يعلى المحاربي فثقتان,mughni_duafa_dhahabi:
44327,م عه / يحيى بن يمان العجلي صدوق مشهور قال ابن سعد كثير الغلط وقال يحيى والنسائي ليس بالقوي,,name,ok,,,1,1,mughni_duafa_dhahabi,م عه / يحيى بن يمان العجلي صدوق مشهور قال ابن سعد كثير الغلط وقال يحيى والنسائي ليس بالقوي,mughni_duafa_dhahabi:
44328,يحيى الأسود مجهول,,name,ok,,,1,1,mughni_duafa_dhahabi,يحيى الأسود مجهول,mughni_duafa_dhahabi:
44329,يحيى التوأم عن ابن أبي مليكة ضعفه ابن معين,,name,ok,,,1,1,mughni_duafa_dhahabi,يحيى التوأم عن ابن أبي مليكة ضعفه ابن معين,mughni_duafa_dhahabi:
44330,يحيى من ولد يزيد بن أبي زياد قال ابن معين سمعت منه وكان كذابا,,name,ok,,,1,1,mughni_duafa_dhahabi,يحيى من ولد يزيد بن أبي زياد قال ابن معين سمعت منه وكان كذابا,mughni_duafa_dhahabi:
44331,يحيى البكاء هو ابن مسلم مر,49745,canon,ok,,,1,1,mughni_duafa_dhahabi,يحيى البكاء هو ابن مسلم مر,mughni_duafa_dhahabi:
44332,يحيى عن عمير في الحدود وقيل ابن عمير لا يعرف,,name,ok,,,1,1,mughni_duafa_dhahabi,يحيى عن عمير في الحدود وقيل ابن عمير لا يعرف,mughni_duafa_dhahabi:
44333,يحيى الكندي عن الشعبي فيمن أدخله في صبي لا يتزوج بأمه قال خ يحيى غير معروف ولم يتابع عليه,,name,ok,,,1,1,mughni_duafa_dhahabi,يحيى الكندي عن الشعبي فيمن أدخله في صبي لا يتزوج بأمه قال خ يحيى غير معروف ولم يتابع عليه,mughni_duafa_dhahabi:
44334,ت ق / يزيد بن أبان الرقاشي العابد عن أنس قال النسائي وغيره متروك,,name,ok,,,1,1,mughni_duafa_dhahabi,ت ق / يزيد بن أبان الرقاشي العابد عن أنس قال النسائي وغيره متروك,mughni_duafa_dhahabi:
44335,ع / يزيد بن إبراهيم التستري عن ابن سيرين ثقة قال ابن معين في قتادة ليس بذاك,,name,ok,,,1,1,mughni_duafa_dhahabi,ع / يزيد بن إبراهيم التستري عن ابن سيرين ثقة قال ابن معين في قتادة ليس بذاك,mughni_duafa_dhahabi:
44336,يزيد بن أمية عن رجل عن البراء مجهول,,name,ok,,,1,1,mughni_duafa_dhahabi,يزيد بن أمية عن رجل عن البراء مجهول,mughni_duafa_dhahabi:
44337,د س / يزيد بن بابنوس عن عائشة لا يروي عنه سوى إنسان,,name,ok,,,1,1,mughni_duafa_dhahabi,د س / يزيد بن بابنوس عن عائشة لا يروي عنه سوى إنسان,mughni_duafa_dhahabi:
44338,يزيد بن بزيع عن عطاء الخراساني ضعفه الدارقطني وغيره وعنه أبو الوليد وآدم,,name,ok,,,1,1,mughni_duafa_dhahabi,يزيد بن بزيع عن عطاء الخراساني ضعفه الدارقطني وغيره وعنه أبو الوليد وآدم,mughni_duafa_dhahabi:
44339,يزيد بن بشر عن ابن عمر مجهول,,name,ok,,,1,1,mughni_duafa_dhahabi,يزيد بن بشر عن ابن عمر مجهول,mughni_duafa_dhahabi:
44340,يزيد بن بلال عن علي لم يصح حديثه,,name,ok,,,1,1,mughni_duafa_dhahabi,يزيد بن بلال عن علي لم يصح حديثه,mughni_duafa_dhahabi:
44341,ت / يزيد بن بيان العقيلي البصري المعلم عن أبي الرحال أثنى عليه الفلاس وقال الدارقطني وغيره ضعيف,,name,ok,,,1,1,mughni_duafa_dhahabi,ت / يزيد بن بيان العقيلي البصري المعلم عن أبي الرحال أثنى عليه الفلاس وقال الدارقطني وغيره ضعيف,mughni_duafa_dhahabi:
44342,يزيد بن حيان عن أبي مجلز قال البخاري عنده غلط كثير,,name,ok,,,1,1,mughni_duafa_dhahabi,يزيد بن حيان عن أبي مجلز قال البخاري عنده غلط كثير,mughni_duafa_dhahabi:
44343,يزيد بن حجر شيخ لإسماعيل بن عياش,,name,ok,,,1,1,mughni_duafa_dhahabi,يزيد بن حجر شيخ لإسماعيل بن عياش,mughni_duafa_dhahabi:
44344,ويزيد بن أبي حريز شيخ لعبد الصمد بن عبد الوارث مجهولان,49749,canon,ok,,,1,1,mughni_duafa_dhahabi,ويزيد بن أبي حريز شيخ لعبد الصمد بن عبد الوارث مجهولان,mughni_duafa_dhahabi:
44345,ويزيد بن حصين بن نمير عن أبيه قال خ لم يصح حديثه,49750,canon,ok,,,1,1,mughni_duafa_dhahabi,ويزيد بن حصين بن نمير عن أبيه قال خ لم يصح حديثه,mughni_duafa_dhahabi:
44346,ويزيد بن خالد شيخ لبقية لا يدرى من هو,49751,canon,ok,,,1,1,mughni_duafa_dhahabi,ويزيد بن خالد شيخ لبقية لا يدرى من هو,mughni_duafa_dhahabi:
44347,يزيد بن درهم أبو العلاء عن انس وثقه الفلاس وقال ابن معين ليس بشيء,,name,ok,,,1,1,mughni_duafa_dhahabi,يزيد بن درهم أبو العلاء عن انس وثقه الفلاس وقال ابن معين ليس بشيء,mughni_duafa_dhahabi:
44348,يزيد بن ربيعة الرحبي الدمشقي شيخ لأبي النضر الفراديسي يروي عن أبي الأشعث الصنعاني قال البخاري أحاديثه مناكير وقال النسائي متروك وقال أبو حاتم وغيره ضعيف,,name,ok,,,1,1,mughni_duafa_dhahabi,يزيد بن ربيعة الرحبي الدمشقي شيخ لأبي النضر الفراديسي يروي عن أبي الأشعث الصنعاني قال البخاري أحاديثه مناكير وقال النسائي متروك وقال أبو حاتم وغيره ضعيف,mughni_duafa_dhahabi:
44349,ويزيد بن زياد الحميري مجهولان,27033,canon,ok,,,1,1,mughni_duafa_dhahabi,ويزيد بن زياد الحميري مجهولان,mughni_duafa_dhahabi:
44350,ويزيد بن زريع الرملي عن عطاء الخراساني ضعفه ابن معين,49752,canon,ok,,,1,1,mughni_duafa_dhahabi,ويزيد بن زريع الرملي عن عطاء الخراساني ضعفه ابن معين,mughni_duafa_dhahabi:
44351,يزيد بن زياد عن محمد بن كعب عن معاوية قال البخاري لا يتابع على حديثه,,name,ok,,,1,1,mughni_duafa_dhahabi,يزيد بن زياد عن محمد بن كعب عن معاوية قال البخاري لا يتابع على حديثه,mughni_duafa_dhahabi:
44352,م مقرونا عه / يزيد بن أبي زياد الكوفي مشهور سيء الحفظ قال ابن حبان صدوق إلا أنه كبر وساء حفظه وكان يتلقن وقال يحيى ليس بالقوي وقال أيضا لا يحتج بحديثه وقال ابن المبارك إرم به,,name,ok,,,1,1,mughni_duafa_dhahabi,م مقرونا عه / يزيد بن أبي زياد الكوفي مشهور سيء الحفظ قال ابن حبان صدوق إلا أنه كبر وساء حفظه وكان يتلقن وقال يحيى ليس بالقوي وقال أيضا لا يحتج بحديثه وقال ابن المبارك إرم به,mughni_duafa_dhahabi:
44353,يزيد بن أبي زياد ويقال ابن زياد شامي عن الزهري قال البخاري منكر الحديث وقال النسائي متروك,,name,ok,,,1,1,mughni_duafa_dhahabi,يزيد بن أبي زياد ويقال ابن زياد شامي عن الزهري قال البخاري منكر الحديث وقال النسائي متروك,mughni_duafa_dhahabi:
44354,يزيد بن أبي زياد بن السكن عن الشعبي قال أبو حاتم لا تقوم به الحجة,,name,ok,,,1,1,mughni_duafa_dhahabi,يزيد بن أبي زياد بن السكن عن الشعبي قال أبو حاتم لا تقوم به الحجة,mughni_duafa_dhahabi:
44355,يزيد بن أبي زياد عن محمد بن هلال عن أبيه عن أبي هريرة كانت يمين رسول الله صلى الله عليه وسلم لا وأستغفر الله قال أبو حاتم ضعيف وكأن هذا موضوع قلت ويروي عن شعبه قال الدارقطني ليس بثقة,,name,ok,,,1,1,mughni_duafa_dhahabi,يزيد بن أبي زياد عن محمد بن هلال عن أبيه عن أبي هريرة كانت يمين رسول الله صلى الله عليه وسلم لا وأستغفر الله قال أبو حاتم ضعيف وكأن هذا موضوع قلت ويروي عن شعبه قال الدارقطني ليس بثقة,mughni_duafa_dhahabi:
44356,يزيد بن زيد شيخ لأبي إسحاق السبيعي لا يعرف له في التفسير لفظة,,name,ok,,,1,1,mughni_duafa_dhahabi,يزيد بن زيد شيخ لأبي إسحاق السبيعي لا يعرف له في التفسير لفظة,mughni_duafa_dhahabi:
44357,د ت ق / يزيد بن سفيان أبو المهزم عن أبي هريرة تركه النسائي وضعفه جماعة,,name,ok,,,1,1,mughni_duafa_dhahabi,د ت ق / يزيد بن سفيان أبو المهزم عن أبي هريرة تركه النسائي وضعفه جماعة,mughni_duafa_dhahabi:
44358,يزيد بن سفيان عن سليمان التيمي له نسخه منكرة تكلم فيه ابن حبان,49755,canon,ok,,,1,1,mughni_duafa_dhahabi,يزيد بن سفيان عن سليمان التيمي له نسخه منكرة تكلم فيه ابن حبان,mughni_duafa_dhahabi:
44359,يزيد بن أبي سلمة الأيلي ضعفه ابن معين,,name,ok,,,1,1,mughni_duafa_dhahabi,يزيد بن أبي سلمة الأيلي ضعفه ابن معين,mughni_duafa_dhahabi:
44360,ق / يزيد بن السمط وثقه أبو داؤد وضعفه الحاكم,,name,ok,,,1,1,mughni_duafa_dhahabi,ق / يزيد بن السمط وثقه أبو داؤد وضعفه الحاكم,mughni_duafa_dhahabi:
44361,ت ق يزيد بن سنان أبو فروة الرهاوي مشهور ضعفه أحمد وابن المديني,,name,ok,,,1,1,mughni_duafa_dhahabi,ت ق يزيد بن سنان أبو فروة الرهاوي مشهور ضعفه أحمد وابن المديني,mughni_duafa_dhahabi:
44362,يزيد بن سهيل تابعي أرسل وعنه عمرو بن الحارث مجهول,,name,ok,,,1,1,mughni_duafa_dhahabi,يزيد بن سهيل تابعي أرسل وعنه عمرو بن الحارث مجهول,mughni_duafa_dhahabi:
44363,يزيد بن شداد عن معاوية بن قرة مجهول,27040,canon,ok,224,,1,1,mughni_duafa_dhahabi,يزيد بن شداد عن معاوية بن قرة مجهول,mughni_duafa_dhahabi:
44364,د ت ق / يزيد بن شريح الحمصي تابعي صالح الحديث قال الدارقطني يعتبر به,,name,ok,,,1,1,mughni_duafa_dhahabi,د ت ق / يزيد بن شريح الحمصي تابعي صالح الحديث قال الدارقطني يعتبر به,mughni_duafa_dhahabi:
44365,د / يزيد بن صالح أو ابن صبح تابعي حمصي نكرة,,name,ok,,,1,1,mughni_duafa_dhahabi,د / يزيد بن صالح أو ابن صبح تابعي حمصي نكرة,mughni_duafa_dhahabi:
44366,يزيد بن صالح اليشكري النيسأبوري الفراء مجهول قلت بل مشهور صدوق,,name,ok,,,1,1,mughni_duafa_dhahabi,يزيد بن صالح اليشكري النيسأبوري الفراء مجهول قلت بل مشهور صدوق,mughni_duafa_dhahabi:
44367,يزيد بن عبد الله البغدادي بيض له مجهول ومثله,,name,ok,,,1,1,mughni_duafa_dhahabi,يزيد بن عبد الله البغدادي بيض له مجهول ومثله,mughni_duafa_dhahabi:
44368,ق / يزيد بن عبد الله شيخ لمكحول,,name,ok,,,1,1,mughni_duafa_dhahabi,ق / يزيد بن عبد الله شيخ لمكحول,mughni_duafa_dhahabi:
44369,ع / يزيد بن عبد الله بن قسيط المدني شيخ مالك ثقة مشهور قال أبو حاتم ليس بالقوي وقال مالك وسئل الحديث عن ابن قسيط بحديث في القصاص فامتنع وقال ليس رجله عندنا هناك,,name,ok,,,1,1,mughni_duafa_dhahabi,ع / يزيد بن عبد الله بن قسيط المدني شيخ مالك ثقة مشهور قال أبو حاتم ليس بالقوي وقال مالك وسئل الحديث عن ابن قسيط بحديث في القصاص فامتنع وقال ليس رجله عندنا هناك,mughni_duafa_dhahabi:
44370,يزيد بن عبد الله الجهني عن هاشم الأوقص وعنه بقية لا يصح خبره,,name,ok,,,1,1,mughni_duafa_dhahabi,يزيد بن عبد الله الجهني عن هاشم الأوقص وعنه بقية لا يصح خبره,mughni_duafa_dhahabi:
44371,يزيد بن عبد الله البيسري أبو خالد القرشي بصري عن ابن جريج مقل تكلم فيه روى عنه قطن بن نسير,,name,ok,,,1,1,mughni_duafa_dhahabi,يزيد بن عبد الله البيسري أبو خالد القرشي بصري عن ابن جريج مقل تكلم فيه روى عنه قطن بن نسير,mughni_duafa_dhahabi:
44372,عه / يزيد بن عبد الرحمن أبو خالد الدالاني مشهور حسن الحديث قال أحمد لا بأس به وقال ابن حبان فاحش الوهم لا يجوز الاحتجاج به,,name,ok,,,1,1,mughni_duafa_dhahabi,عه / يزيد بن عبد الرحمن أبو خالد الدالاني مشهور حسن الحديث قال أحمد لا بأس به وقال ابن حبان فاحش الوهم لا يجوز الاحتجاج به,mughni_duafa_dhahabi:
44373,ق / يزيد بن عبد الملك النوفلي عن المقبري مجمع على ضعفه,,name,ok,,,1,1,mughni_duafa_dhahabi,ق / يزيد بن عبد الملك النوفلي عن المقبري مجمع على ضعفه,mughni_duafa_dhahabi:
44374,يزيد بن عبد الملك النميري عن عائذ وعنه سليمان الشاذكوني إسناد مظلم والخبر منكر,,name,ok,,,1,1,mughni_duafa_dhahabi,يزيد بن عبد الملك النميري عن عائذ وعنه سليمان الشاذكوني إسناد مظلم والخبر منكر,mughni_duafa_dhahabi:
44375,يزيد بن عبيد الله عن عمرو بن أبي هريرة مجهول,,name,ok,,,1,1,mughni_duafa_dhahabi,يزيد بن عبيد الله عن عمرو بن أبي هريرة مجهول,mughni_duafa_dhahabi:
44376,يزيد بن عدي بن حاتم عن أبيه في الصوم لا يصح حديثه قاله البخاري أظن,,name,ok,,,1,1,mughni_duafa_dhahabi,يزيد بن عدي بن حاتم عن أبيه في الصوم لا يصح حديثه قاله البخاري أظن,mughni_duafa_dhahabi:
44377,يزيد بن عطاء اليشكري مولى أبي عوانة قال أحمد حديثه مقارب وقال ابن سعد ضعيف قال أبو حاتم لا يحتج به,,name,ok,,,1,1,mughni_duafa_dhahabi,يزيد بن عطاء اليشكري مولى أبي عوانة قال أحمد حديثه مقارب وقال ابن سعد ضعيف قال أبو حاتم لا يحتج به,mughni_duafa_dhahabi:
44378,يزيد بن عطاء شيخ للعلاء بن عبدالجبار ضعفه ابن معين,27054,canon,ok,,,1,1,mughni_duafa_dhahabi,يزيد بن عطاء شيخ للعلاء بن عبدالجبار ضعفه ابن معين,mughni_duafa_dhahabi:
44379,يزيد بن عطارد عن ابن عمر قال أبو حاتم لا يحتج به,,name,ok,,,1,1,mughni_duafa_dhahabi,يزيد بن عطارد عن ابن عمر قال أبو حاتم لا يحتج به,mughni_duafa_dhahabi:
44380,يزيد بن عمر التميمي روى عنه جميع بن عمر في الصفات لا يصح حديثه,,name,ok,,,1,1,mughni_duafa_dhahabi,يزيد بن عمر التميمي روى عنه جميع بن عمر في الصفات لا يصح حديثه,mughni_duafa_dhahabi:
44381,يزيد بن عمر عن مجالد بن سعيد مجهول,53195,canon,ok,,,1,1,mughni_duafa_dhahabi,يزيد بن عمر عن مجالد بن سعيد مجهول,mughni_duafa_dhahabi:
44382,يزيد بن عمرو الأسلمي تابعي مجهول والخبر منكر,,name,ok,,,1,1,mughni_duafa_dhahabi,يزيد بن عمرو الأسلمي تابعي مجهول والخبر منكر,mughni_duafa_dhahabi:
44383,ق / يزيد بن عوف شيخ لبقية لا يعرف,,name,ok,,,1,1,mughni_duafa_dhahabi,ق / يزيد بن عوف شيخ لبقية لا يعرف,mughni_duafa_dhahabi:
44384,ت ق / يزيد بن عياض بن جعدبة عن الأعرج قال النسائي وغيره متروك,,name,ok,,,1,1,mughni_duafa_dhahabi,ت ق / يزيد بن عياض بن جعدبة عن الأعرج قال النسائي وغيره متروك,mughni_duafa_dhahabi:
44385,يزيد بن عيسى البصري عن حماد بن سلمة قال ابن حبان لا يحتج به,,name,ok,,,1,1,mughni_duafa_dhahabi,يزيد بن عيسى البصري عن حماد بن سلمة قال ابن حبان لا يحتج به,mughni_duafa_dhahabi:
44386,يزيد بن فراس عن أبان بن عثمان مجهول,53197,canon,ok,,,1,1,mughni_duafa_dhahabi,يزيد بن فراس عن أبان بن عثمان مجهول,mughni_duafa_dhahabi:
44387,د س / يزيد بن كعب العوذي لا يدرى من هو وخبره أن السجل كتب الوحي,,name,ok,,,1,1,mughni_duafa_dhahabi,د س / يزيد بن كعب العوذي لا يدرى من هو وخبره أن السجل كتب الوحي,mughni_duafa_dhahabi:
44388,يزيد بن الكميت كوفي يروي عنه الحسين القتات تركه الدارقطني,,name,ok,,,1,1,mughni_duafa_dhahabi,يزيد بن الكميت كوفي يروي عنه الحسين القتات تركه الدارقطني,mughni_duafa_dhahabi:
