name_norm,display_name,n_books,n_entries,source_types,books,pages
داود بن الحصين ثقه ليس به باس قاله يحيي وقال فيه احمد بن صالح هو من اهل الثقه والصدق ولا شك فيه,داود بن الحصين ثقة ليس به بأس قاله يحيى وقال فيه أحمد بن صالح هو من أهل الثقة والصدق ولا شك فيه,1,1,taʿdīl (thiqāt),thiqat_ibnshahin,
وقال يحيي في روايه عباس بن محمد داود الاودي الذي يروي عنه حسن بن صالح وابو عوانه ثقه قال احمد وداود بن عبد الله الاودي كوفي ثقه من الثقات وهو قديم وهو غير داود عم بن ادريس روي عن حميد بن عبد الرحمن وروي عنه ابو عوانه وزهير بن خيثمه,وقال يحيى في رواية عباس بن محمد داود الأودي الذي يروي عنه حسن بن صالح وأبو عوانة ثقة قال أحمد وداود بن عبد الله الأودي كوفي ثقة من الثقات وهو قديم وهو غير داود عم بن إدريس روى عن حميد بن عبد الرحمن وروى عنه أبو عوانة وزهير بن خيثمة,1,1,taʿdīl (thiqāt),thiqat_ibnshahin,
داود بن ابي الفرات يحدث عن ابي برده ثقه قاله يحيي وقال فيه عبد الله بن المبارك انه ثقه لا يعلم به باسا,داود بن أبي الفرات يحدث عن أبي بردة ثقة قاله يحيى وقال فيه عبد الله بن المبارك انه ثقة لا يعلم به بأسا,1,1,taʿdīl (thiqāt),thiqat_ibnshahin,
وقال بن معين داود بن عمرو روي عنه هشيم ليس به باس وهو هاشمي قدم واسط,وقال بن معين داود بن عمرو روى عنه هشيم ليس به بأس وهو هاشمي قدم واسط,1,1,taʿdīl (thiqāt),thiqat_ibnshahin,
وقال داود بن شابور ثقه,وقال داود بن شابور ثقة,1,1,taʿdīl (thiqāt),thiqat_ibnshahin,
وداود بن ابراهيم ثقه,وداود بن إبراهيم ثقة,1,1,taʿdīl (thiqāt),thiqat_ibnshahin,
وداود بن محبر ليس بكذاب قد كتبت عن ابيه المحبر بن قحذم قاله يحيي,وداود بن محبر ليس بكذاب قد كتبت عن أبيه المحبر بن قحذم قاله يحيى,1,1,taʿdīl (thiqāt),thiqat_ibnshahin,
ابو الحجاف واسمه داود بن ابي عوف صالح قاله احمد,أبو الحجاف واسمه داود بن أبي عوف صالح قاله أحمد,1,1,taʿdīl (thiqāt),thiqat_ibnshahin,
داود بن فراهيج روي عنه شعبه ليس به باس قاله يحيي وقال فيه مره اخري هو ضعيف,داود بن فراهيج روى عنه شعبة ليس به بأس قاله يحيى وقال فيه مرة أخرى هو ضعيف,1,1,taʿdīl (thiqāt),thiqat_ibnshahin,
دراج او السمح سليمان بن عمرو مصري يروي عن ابي الهيثم عن ابي سعيد ما كان بهذا الاسناد فليس به باس ودراج وابو الهيثم ثقتان قاله يحيي,دراج أو السمح سليمان بن عمرو مصري يروي عن أبي الهيثم عن أبي سعيد ما كان بهذا الإسناد فليس به بأس ودراج وأبو الهيثم ثقتان قاله يحيى,1,1,taʿdīl (thiqāt),thiqat_ibnshahin,
وقال ديلم بن غزوان صالح يروي ثلاثه ويحتمل اربعه احاديث,وقال ديلم بن غزوان صالح يروي ثلاثة ويحتمل أربعة أحاديث,1,1,taʿdīl (thiqāt),thiqat_ibnshahin,
ابو صالح الذي روي عنه الاعمش اسمه ذكوان مولي غطفان مديني ثقه قاله يحيي,أبو صالح الذي روى عنه الأعمش اسمه ذكوان مولى غطفان مديني ثقة قاله يحيى,1,1,taʿdīl (thiqāt),thiqat_ibnshahin,
قال الشعبي ثنا ربيع بن خثيم وكان من معادن الصدق,قال الشعبي ثنا ربيع بن خثيم وكان من معادن الصدق,1,1,taʿdīl (thiqāt),thiqat_ibnshahin,
الربيع بن صبيح قال يحيي ثقه وقال مره اخري ضعيف وقال فيه لا باس به رجل صالح نا عبد الله بن محمد البغوي ثنا محمود بن غيلان نا ابو داود قال قال شعبه لقد بلغ الربيع بمصرنا هذا ما لم يبلغه الاحنف بن قيس,الربيع بن صبيح قال يحيى ثقة وقال مرة أخرى ضعيف وقال فيه لا بأس به رجل صالح نا عبد الله بن محمد البغوي ثنا محمود بن غيلان نا أبو داود قال قال شعبة لقد بلغ الربيع بمصرنا هذا ما لم يبلغه الأحنف بن قيس,1,1,taʿdīl (thiqāt),thiqat_ibnshahin,
الربيع بن سعد الجعفي ثقه يروي عنه حسين الجعفي ومروان ووكيع قاله يحيي وقال بن عمار الربيع بن سعد ثقه كوفي,الربيع بن سعد الجعفي ثقة يروي عنه حسين الجعفي ومروان ووكيع قاله يحيى وقال بن عمار الربيع بن سعد ثقة كوفي,1,1,taʿdīl (thiqāt),thiqat_ibnshahin,
نا محمد بن مخلد نا صالح بن احمد نا علي بن المديني قال سالت عبد الرحمن بن مهدي عن الربيع بن عبد الله الذي روي عن الحسن وعن حفص عن الحسن قال كان عندي ثقه في حديث قلت لعبد الرحمن كان يري القدر قال كان يجالس عمرو بن قايد يوم الجمعه,نا محمد بن مخلد نا صالح بن أحمد نا علي بن المديني قال سألت عبد الرحمن بن مهدي عن الربيع بن عبد الله الذي روى عن الحسن وعن حفص عن الحسن قال كان عندي ثقة في حديث قلت لعبد الرحمن كان يرى القدر قال كان يجالس عمرو بن قايد يوم الجمعة,1,1,taʿdīl (thiqāt),thiqat_ibnshahin,
الربيع بن حبيب كوفي اخو عايذ بن حبيب وهما ثقتان يقال لهما بنو الملاح,الربيع بن حبيب كوفي أخو عائذ بن حبيب وهما ثقتان يقال لهما بنو الملاح,1,1,taʿdīl (thiqāt),thiqat_ibnshahin,
والربيع بن حبيب بصري عن الحسن وابن سيرين وهو ثقه,والربيع بن حبيب بصري عن الحسن وابن سيرين وهو ثقة,1,1,taʿdīl (thiqāt),thiqat_ibnshahin,
الربيع بن مسلم شيخ ثقه قاله احمد وقال فيه يحيي ليس به باس,الربيع بن مسلم شيخ ثقة قاله أحمد وقال فيه يحيى ليس به بأس,1,1,taʿdīl (thiqāt),thiqat_ibnshahin,
نا محمد بن احمد بن الحسن نا محمد بن عثمان بن ابي شيبه قال سمعت ابي يقول لما حدثنا زيد بن الحباب عن ربيع بن ابراهيم الحنفي سالته عنه فقال كان والله من الصادقين,نا محمد بن أحمد بن الحسن نا محمد بن عثمان بن أبي شيبة قال سمعت أبي يقول لما حدثنا زيد بن الحباب عن ربيع بن إبراهيم الحنفي سألته عنه فقال كان والله من الصادقين,1,1,taʿdīl (thiqāt),thiqat_ibnshahin,
ربيعه بن كلثوم بن جبر روي عنه يحيي بن سعيد قال يحيي بن معين ليس به باس وقال فيه احمد هو صالح,ربيعة بن كلثوم بن جبر روى عنه يحيى بن سعيد قال يحيى بن معين ليس به بأس وقال فيه أحمد هو صالح,1,1,taʿdīl (thiqāt),thiqat_ibnshahin,
نا احمد بن الحسين بن الجنيد ناعلي بن مسلم نا وكيع نا ربيعه بن عثمان التيمي وكان فيه عسر وكان عنده احاديث حسنه وكان ثقه,نا أحمد بن الحسين بن الجنيد ناعلي بن مسلم نا وكيع نا ربيعة بن عثمان التيمي وكان فيه عسر وكان عنده أحاديث حسنة وكان ثقة,1,1,taʿdīl (thiqāt),thiqat_ibnshahin,
روح بن القاسم قال فيه بن المبارك كان ثقه وقال فيه سفيان في روايه علي بن المديني لم ار رجلا في شي احسن حفظا من روح بن القاسم نا البغوي عبد الله بن محمد قال قال اسحاق بن ابراهيم المروزي عن بن معين روح بن القاسم ثقه,روح بن القاسم قال فيه بن المبارك كان ثقة وقال فيه سفيان في رواية علي بن المديني لم أر رجلا في شيء أحسن حفظا من روح بن القاسم نا البغوي عبد الله بن محمد قال قال إسحاق بن إبراهيم المروزي عن بن معين روح بن القاسم ثقة,1,1,taʿdīl (thiqāt),thiqat_ibnshahin,
روح بن اسلم قال فيه يحيي لم يكن من اهل الكذب وقال فيه بن ابي خيثمه لم يزل ابي يحدث عن روح بن اسلم حتي مات وسيل بن معين عنه فلم يقل الا خيرا,روح بن أسلم قال فيه يحيى لم يكن من أهل الكذب وقال فيه بن أبي خيثمة لم يزل أبي يحدث عن روح بن أسلم حتى مات وسئل بن معين عنه فلم يقل إلا خيرا,1,1,taʿdīl (thiqāt),thiqat_ibnshahin,
حدثنا عبد الله بن محمد البغوي قال ثنا اسحاق بن ابراهيم يعني بن ابي اسراييل قال حدثنا الثقه ابو رجا روح بن المسيب الكلبي,حدثنا عبد الله بن محمد البغوي قال ثنا إسحاق بن إبراهيم يعني بن أبي إسرائيل قال حدثنا الثقة أبو رجاء روح بن المسيب الكلبي,1,1,taʿdīl (thiqāt),thiqat_ibnshahin,
روح بن عباده صدوق صالح قاله يحيي بن معين وثقه مره اخري,روح بن عبادة صدوق صالح قاله يحيى بن معين وثقة مرة أخرى,1,1,taʿdīl (thiqāt),thiqat_ibnshahin,
نا عبد الله بن محمد البغوي قال سمعت احمد بن حنبل يقول رشدين ارجو ان يكون ثقه او صالح الحديث وفي روايه اخري عنه في رشدين بن سعد المصري رشدين من اوثق الناس في الحديث وكان يقول ان رشدين بن سعد مستجاب الدعوه وذكر احمد او محمد بن رشدين قال حدثني مهدي بن جعفر قال كتب عني احمد بن حنبل كتاب جدي رشدين بن سعد علي الوجه ما اشبه عينيك بعيني جدك وكنا اذا نظرنا اليه قال غضوا عني ابصاركم,نا عبد الله بن محمد البغوي قال سمعت أحمد بن حنبل يقول رشدين أرجو أن يكون ثقة أو صالح الحديث وفي رواية أخرى عنه في رشدين بن سعد المصري رشدين من أوثق الناس في الحديث وكان يقول إن رشدين بن سعد مستجاب الدعوة وذكر أحمد أو محمد بن رشدين قال حدثني مهدي بن جعفر قال كتب عني أحمد بن حنبل كتاب جدي رشدين بن سعد على الوجه ما أشبه عينيك بعيني جدك وكنا إذا نظرنا اليه قال غضوا عني أبصاركم,1,1,taʿdīl (thiqāt),thiqat_ibnshahin,
الركين الضبي ثقه يروي عنه سفيان الثوري قاله يحيي,الركين الضبي ثقة يروي عنه سفيان الثوري قاله يحيى,1,1,taʿdīl (thiqāt),thiqat_ibnshahin,
وركين الفزاري ايضا لم يذكره يحيي الا بخير,وركين الفزاري أيضا لم يذكره يحيى إلا بخير,1,1,taʿdīl (thiqāt),thiqat_ibnshahin,
الركين بن الربيع ثقه قاله احمد,الركين بن الربيع ثقة قاله أحمد,1,1,taʿdīl (thiqāt),thiqat_ibnshahin,
الرحيل بن معاويه قال يحيي ليس به باس,الرحيل بن معاوية قال يحيى ليس به بأس,1,1,taʿdīl (thiqāt),thiqat_ibnshahin,
