display_name,name_norm,n_books,n_entries,source_types,books,pages
عبد الحميد بن زيد العمي,عبد الحميد بن زيد العمي,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),duafa_uqayli; lisan_mizan_ibnhajar,duafa_uqayli:ج3/ص48
عبد الحميد بن سوار,عبد الحميد بن سوار,2,2,general; general/jarḥ+taʿdīl,lisan_mizan_ibnhajar; tarikh_kabir_bukhari,
عبد الحميد بن يحيى,عبد الحميد بن يحيي,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),duafa_uqayli; lisan_mizan_ibnhajar,duafa_uqayli:ج3/ص40
عبد الرحمن بن أيوب السكوني,عبد الرحمن بن ايوب السكوني,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),duafa_uqayli; lisan_mizan_ibnhajar,duafa_uqayli:ج2/ص323
عبد الرحمن بن بشر الغطفاني,عبد الرحمن بن بشر الغطفاني,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),duafa_uqayli; lisan_mizan_ibnhajar,duafa_uqayli:ج2/ص324
عبد الرحمن بن ثابت,عبد الرحمن بن ثابت,2,2,biography/ṭabaqāt; general/jarḥ+taʿdīl,lisan_mizan_ibnhajar; tabaqat_ibnsad,tabaqat_ibnsad:ج4/ص239
عبد الرحمن بن خضير,عبد الرحمن بن خضير,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),duafa_uqayli; lisan_mizan_ibnhajar,
عبد الرحمن بن صفوان,عبد الرحمن بن صفوان,2,2,biography/ṭabaqāt; general/jarḥ+taʿdīl,lisan_mizan_ibnhajar; tabaqat_ibnsad,tabaqat_ibnsad:ج8/ص22
عبد الرحمن بن ضباب الأشعري,عبد الرحمن بن ضباب الاشعري,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),duafa_uqayli; lisan_mizan_ibnhajar,duafa_uqayli:ج2/ص334
عبد الرحمن بن عبد الله بن عطية,عبد الرحمن بن عبد الله بن عطيه,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),duafa_uqayli; lisan_mizan_ibnhajar,duafa_uqayli:ج2/ص340
عبد الرحمن بن علي بن عجلان القرشي,عبد الرحمن بن علي بن عجلان القرشي,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),duafa_uqayli; lisan_mizan_ibnhajar,duafa_uqayli:ج2/ص341
عبد الرحمن بن مالك بن مغول,عبد الرحمن بن مالك بن مغول,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),duafa_uqayli; lisan_mizan_ibnhajar,duafa_uqayli:ج2/ص345
عبد الرحمن بن محمد بن عبيد الله العرزمي,عبد الرحمن بن محمد بن عبيد الله العرزمي,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),duafa_ibnjawzi; lisan_mizan_ibnhajar,
عبد الرحمن بن معبد,عبد الرحمن بن معبد,2,2,biography/ṭabaqāt; general/jarḥ+taʿdīl,lisan_mizan_ibnhajar; tabaqat_ibnsad,
عبد الرحمن بن يحيى بن سعيد الأنصاري,عبد الرحمن بن يحيي بن سعيد الانصاري,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),duafa_uqayli; lisan_mizan_ibnhajar,duafa_uqayli:ج2/ص350
عبد الرحمن السدي,عبد الرحمن السدي,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),duafa_uqayli; lisan_mizan_ibnhajar,duafa_uqayli:ج3/ص3
عبد الرحمن ابن أخي محمد بن المنكدر,عبد الرحمن ابن اخي محمد بن المنكدر,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),duafa_uqayli; lisan_mizan_ibnhajar,duafa_uqayli:ج3/ص4
عبد الرحيم بن خالد الأيلي,عبد الرحيم بن خالد الايلي,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),duafa_uqayli; lisan_mizan_ibnhajar,duafa_uqayli:ج3/ص80
عبد السلام بن سهل أبو علي السكري,عبد السلام بن سهل ابو علي السكري,2,2,general/jarḥ+taʿdīl; ikhtilāṭ,ightibat_sibt_ibnajami; lisan_mizan_ibnhajar,
عبد الصمد بن سليمان الأزرق,عبد الصمد بن سليمان الازرق,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),duafa_uqayli; lisan_mizan_ibnhajar,duafa_uqayli:ج3/ص82
عبد العزيز بن الحصين بن الترجمان أبو سهل,عبد العزيز بن الحصين بن الترجمان ابو سهل,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),duafa_ibnjawzi; lisan_mizan_ibnhajar,
عبد العزيز بن عقبة بن سلمة بن الأكوع,عبد العزيز بن عقبه بن سلمه بن الاكوع,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),duafa_uqayli; lisan_mizan_ibnhajar,duafa_uqayli:ج3/ص13
عبد الكريم بن كيسان,عبد الكريم بن كيسان,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),duafa_uqayli; lisan_mizan_ibnhajar,duafa_uqayli:ج3/ص64
عبد الملك بن أبي جمعة,عبد الملك بن ابي جمعه,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),duafa_uqayli; lisan_mizan_ibnhajar,duafa_uqayli:ج3/ص28
عبد الملك بن خلج الصنعاني,عبد الملك بن خلج الصنعاني,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),duafa_uqayli; lisan_mizan_ibnhajar,duafa_uqayli:ج3/ص37
عبد الملك بن محمد,عبد الملك بن محمد,2,2,biography/ṭabaqāt; general/jarḥ+taʿdīl,lisan_mizan_ibnhajar; tabaqat_ibnsad,tabaqat_ibnsad:ج7/ص585
عبد المؤمن بن سالم بن ميمون,عبد المومن بن سالم بن ميمون,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),duafa_uqayli; lisan_mizan_ibnhajar,duafa_uqayli:ج3/ص93
عبد المؤمن بن القاسم الأنصاري,عبد المومن بن القاسم الانصاري,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),duafa_uqayli; lisan_mizan_ibnhajar,duafa_uqayli:ج3/ص92
عبد الواحد بن ثابت الباهلي,عبد الواحد بن ثابت الباهلي,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),duafa_uqayli; lisan_mizan_ibnhajar,duafa_uqayli:ج3/ص50
عبد الواحد بن أبي عمرو الأسدي,عبد الواحد بن ابي عمرو الاسدي,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),duafa_uqayli; lisan_mizan_ibnhajar,duafa_uqayli:ج3/ص56
عبد الوهاب بن هشام بن الغاز,عبد الوهاب بن هشام بن الغاز,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),duafa_uqayli; lisan_mizan_ibnhajar,duafa_uqayli:ج3/ص77
عبيد الله بن تمام [بن قيس] أبو عاصم,عبيد الله بن تمام بن قيس ابو عاصم,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),duafa_ibnjawzi; lisan_mizan_ibnhajar,
عبيد بن أبي قرة,عبيد بن ابي قره,2,2,biography/ṭabaqāt; general/jarḥ+taʿdīl,lisan_mizan_ibnhajar; tabaqat_ibnsad,
عتبة بن أبي سليمان الطائي,عتبه بن ابي سليمان الطايي,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),duafa_ibnjawzi; lisan_mizan_ibnhajar,
عتبة بن أبي عتبة الفزاري,عتبه بن ابي عتبه الفزاري,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),duafa_uqayli; lisan_mizan_ibnhajar,duafa_uqayli:ج3/ص330
عثمان بن حكيم,عثمان بن حكيم,2,2,biography/ṭabaqāt; general/jarḥ+taʿdīl,lisan_mizan_ibnhajar; tabaqat_ibnsad,
عثمان بن داود,عثمان بن داود,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),duafa_uqayli; lisan_mizan_ibnhajar,duafa_uqayli:ج3/ص201
عثمان بن زائدة,عثمان بن زايده,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),duafa_uqayli; lisan_mizan_ibnhajar,duafa_uqayli:ج3/ص202
عثمان بن سالم,عثمان بن سالم,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),duafa_uqayli; lisan_mizan_ibnhajar,duafa_uqayli:ج3/ص203
عثمان بن عبد الله العبدي,عثمان بن عبد الله العبدي,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),duafa_uqayli; lisan_mizan_ibnhajar,duafa_uqayli:ج3/ص206
عثمان بن قيس,عثمان بن قيس,2,2,general; general/jarḥ+taʿdīl,lisan_mizan_ibnhajar; tarikh_kabir_bukhari,
عثمان بن موسى المزني,عثمان بن موسي المزني,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),duafa_uqayli; lisan_mizan_ibnhajar,duafa_uqayli:ج3/ص215
"عثمان , مؤذن بني أفصى",عثمان موذن بني افصي,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),duafa_uqayli; lisan_mizan_ibnhajar,duafa_uqayli:ج3/ص216
عجلان بن سهل الباهلي,عجلان بن سهل الباهلي,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),duafa_uqayli; lisan_mizan_ibnhajar,
عروة بن علي السهمي,عروه بن علي السهمي,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),duafa_uqayli; lisan_mizan_ibnhajar,duafa_uqayli:ج3/ص364
عصمة بن المتوكل,عصمه بن المتوكل,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),duafa_uqayli; lisan_mizan_ibnhajar,duafa_uqayli:ج3/ص340
عطارد بن عبد الله,عطارد بن عبد الله,2,2,general; general/jarḥ+taʿdīl,lisan_mizan_ibnhajar; tarikh_kabir_bukhari,
عطية بن بسر,عطيه بن بسر,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),duafa_uqayli; lisan_mizan_ibnhajar,duafa_uqayli:ج3/ص356
عطية بن عارض,عطيه بن عارض,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),duafa_uqayli; lisan_mizan_ibnhajar,
عقبة بن شداد بن أمية,عقبه بن شداد بن اميه,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),duafa_uqayli; lisan_mizan_ibnhajar,duafa_uqayli:ج3/ص352
عقبة بن عبد الله العنزي,عقبه بن عبد الله العنزي,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),duafa_uqayli; lisan_mizan_ibnhajar,duafa_uqayli:ج3/ص353
عقبة بن علي,عقبه بن علي,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),duafa_uqayli; lisan_mizan_ibnhajar,duafa_uqayli:ج3/ص352
عكاشة بن محصن,عكاشه بن محصن,2,2,biography/ṭabaqāt; general/jarḥ+taʿdīl,lisan_mizan_ibnhajar; tabaqat_ibnsad,tabaqat_ibnsad:ج3/ص86
عكرمة بن أسد الحضرمي,عكرمه بن اسد الحضرمي,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),duafa_uqayli; lisan_mizan_ibnhajar,duafa_uqayli:ج3/ص379
العلاء بن الحجاج 2,العلا بن الحجاج,2,2,general; general/jarḥ+taʿdīl,lisan_mizan_ibnhajar; tarikh_kabir_bukhari,
العلاء بن ميمون,العلا بن ميمون,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),duafa_uqayli; lisan_mizan_ibnhajar,duafa_uqayli:ج3/ص346
علي بن حميد السلولي,علي بن حميد السلولي,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),duafa_uqayli; lisan_mizan_ibnhajar,duafa_uqayli:ج3/ص228
علي بن ربيعة القرشي,علي بن ربيعه القرشي,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),duafa_uqayli; lisan_mizan_ibnhajar,duafa_uqayli:ج3/ص229
علي بن عيسى الأصمعي,علي بن عيسي الاصمعي,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),duafa_uqayli; lisan_mizan_ibnhajar,duafa_uqayli:ج3/ص244
علي بن القاسم الكندي,علي بن القاسم الكندي,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),duafa_uqayli; lisan_mizan_ibnhajar,duafa_uqayli:ج3/ص248
علي بن مالك العبدي,علي بن مالك العبدي,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),duafa_uqayli; lisan_mizan_ibnhajar,duafa_uqayli:ج3/ص251
علي بن أبي محمد,علي بن ابي محمد,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),duafa_uqayli; lisan_mizan_ibnhajar,duafa_uqayli:ج3/ص251
علي بن يونس البلخي,علي بن يونس البلخي,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),duafa_uqayli; lisan_mizan_ibnhajar,duafa_uqayli:ج3/ص256
عمار بن زربي أبو المعتمر,عمار بن زربي ابو المعتمر,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),duafa_uqayli; lisan_mizan_ibnhajar,duafa_uqayli:ج3/ص327
عمار بن عمر بن المختار,عمار بن عمر بن المختار,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),duafa_uqayli; lisan_mizan_ibnhajar,duafa_uqayli:ج3/ص325
عمارة بن عمير,عماره بن عمير,2,2,biography/ṭabaqāt; general/jarḥ+taʿdīl,lisan_mizan_ibnhajar; tabaqat_ibnsad,tabaqat_ibnsad:ج8/ص405
عمر بن حفص بن محبر,عمر بن حفص بن محبر,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),duafa_uqayli; lisan_mizan_ibnhajar,duafa_uqayli:ج3/ص154
عمر بن ذر,عمر بن ذر,2,2,biography/ṭabaqāt; general/jarḥ+taʿdīl,lisan_mizan_ibnhajar; tabaqat_ibnsad,tabaqat_ibnsad:ج8/ص482
عمر بن سعد,عمر بن سعد,2,2,biography/ṭabaqāt; general/jarḥ+taʿdīl,lisan_mizan_ibnhajar; tabaqat_ibnsad,tabaqat_ibnsad:ج7/ص166
عمر بن سعيد الدمشقي أبو حفص.</span>,عمر بن سعيد الدمشقي ابو حفص,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),duafa_uqayli; lisan_mizan_ibnhajar,
عمر بن شوذب,عمر بن شوذب,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),duafa_uqayli; lisan_mizan_ibnhajar,duafa_uqayli:ج3/ص172
عمر بن صالح الواسطي,عمر بن صالح الواسطي,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),duafa_uqayli; lisan_mizan_ibnhajar,duafa_uqayli:ج3/ص174
عمر بن صبيح الكندي,عمر بن صبيح الكندي,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),duafa_uqayli; lisan_mizan_ibnhajar,duafa_uqayli:ج3/ص175
عمر بن أبي ليلى,عمر بن ابي ليلي,2,2,general; general/jarḥ+taʿdīl,lisan_mizan_ibnhajar; tarikh_kabir_bukhari,tarikh_kabir_bukhari:ج6/ص189
عمر بن مصعب بن الزبير,عمر بن مصعب بن الزبير,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),duafa_uqayli; lisan_mizan_ibnhajar,duafa_uqayli:ج3/ص189
عمر بن يعقوب 3,عمر بن يعقوب,2,2,general; general/jarḥ+taʿdīl,lisan_mizan_ibnhajar; tarikh_kabir_bukhari,
عمر بن يونس,عمر بن يونس,2,2,biography/ṭabaqāt; general/jarḥ+taʿdīl,lisan_mizan_ibnhajar; tabaqat_ibnsad,tabaqat_ibnsad:ج8/ص117
عمران بن قيس,عمران بن قيس,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),duafa_uqayli; lisan_mizan_ibnhajar,
عمران بن ميثم,عمران بن ميثم,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),duafa_uqayli; lisan_mizan_ibnhajar,duafa_uqayli:ج3/ص306
عمرو بن أوس,عمرو بن اوس,2,2,biography/ṭabaqāt; general/jarḥ+taʿdīl,lisan_mizan_ibnhajar; tabaqat_ibnsad,tabaqat_ibnsad:ج8/ص79
عمرو بن بعجة,عمرو بن بعجه,2,2,biography/ṭabaqāt; general/jarḥ+taʿdīl,lisan_mizan_ibnhajar; tabaqat_ibnsad,tabaqat_ibnsad:ج8/ص363
عمرو بن سعد,عمرو بن سعد,2,2,biography/ṭabaqāt; general/jarḥ+taʿdīl,lisan_mizan_ibnhajar; tabaqat_ibnsad,tabaqat_ibnsad:ج7/ص167
عمرو بن عبد الرحمن العسقلاني 1,عمرو بن عبد الرحمن العسقلاني,2,2,general; general/jarḥ+taʿdīl,lisan_mizan_ibnhajar; tarikh_kabir_bukhari,
عمرو بن عبد الغفار الفقيمي,عمرو بن عبد الغفار الفقيمي,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),duafa_uqayli; lisan_mizan_ibnhajar,duafa_uqayli:ج3/ص286
عمرو بن عثمان الثقفي,عمرو بن عثمان الثقفي,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),duafa_uqayli; lisan_mizan_ibnhajar,duafa_uqayli:ج3/ص288
عمرو بن عطية العوفي,عمرو بن عطيه العوفي,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),duafa_uqayli; lisan_mizan_ibnhajar,duafa_uqayli:ج3/ص290
عمرو بن النضر,عمرو بن النضر,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),duafa_uqayli; lisan_mizan_ibnhajar,duafa_uqayli:ج3/ص293
عمير بن عمران الحنفي,عمير بن عمران الحنفي,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),duafa_uqayli; lisan_mizan_ibnhajar,duafa_uqayli:ج3/ص318
عنبسة بن جبير,عنبسه بن جبير,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),duafa_uqayli; lisan_mizan_ibnhajar,duafa_uqayli:ج3/ص369
العوام بن أبي العوام,العوام بن ابي العوام,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),duafa_ibnjawzi; lisan_mizan_ibnhajar,
عياض بن سعيد المازني,عياض بن سعيد المازني,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),duafa_uqayli; lisan_mizan_ibnhajar,duafa_uqayli:ج3/ص349
عيسى بن عبد الله بن سليمان القرشي العسقلاني,عيسي بن عبد الله بن سليمان القرشي العسقلاني,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),duafa_ibnjawzi; lisan_mizan_ibnhajar,
عيسى بن لهيعة,عيسي بن لهيعه,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),duafa_uqayli; lisan_mizan_ibnhajar,duafa_uqayli:ج3/ص397
عيسى بن محمد القرشي,عيسي بن محمد القرشي,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),duafa_uqayli; lisan_mizan_ibnhajar,duafa_uqayli:ج3/ص397
غالب بن غالب,غالب بن غالب,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),duafa_uqayli; lisan_mizan_ibnhajar,duafa_uqayli:ج3/ص433
غالب بن فائد,غالب بن فايد,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),duafa_uqayli; lisan_mizan_ibnhajar,duafa_uqayli:ج3/ص434
غزوان بن عتبة بن غزوان,غزوان بن عتبه بن غزوان,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),duafa_uqayli; lisan_mizan_ibnhajar,duafa_uqayli:ج3/ص438
غسان بن عبيد الموصلي,غسان بن عبيد الموصلي,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),duafa_uqayli; lisan_mizan_ibnhajar,
غياث بن عبد الحميد,غياث بن عبد الحميد,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),duafa_uqayli; lisan_mizan_ibnhajar,duafa_uqayli:ج3/ص440
فضالة بن دينار [الشحام],فضاله بن دينار الشحام,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),duafa_uqayli; lisan_mizan_ibnhajar,duafa_uqayli:ج3/ص457
فضالة بن سعيد بن زميل المأربي,فضاله بن سعيد بن زميل الماربي,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),duafa_uqayli; lisan_mizan_ibnhajar,duafa_uqayli:ج3/ص457
الفضل بن حرب البجلي,الفضل بن حرب البجلي,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),duafa_uqayli; lisan_mizan_ibnhajar,duafa_uqayli:ج3/ص453
الفضل بن زياد,الفضل بن زياد,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),duafa_uqayli; lisan_mizan_ibnhajar,duafa_uqayli:ج3/ص454
الفضل بن سلام,الفضل بن سلام,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),duafa_uqayli; lisan_mizan_ibnhajar,duafa_uqayli:ج3/ص454
الفضل بن صالح,الفضل بن صالح,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),duafa_uqayli; lisan_mizan_ibnhajar,duafa_uqayli:ج3/ص451
الفضل بن العباس البصري,الفضل بن العباس البصري,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),duafa_uqayli; lisan_mizan_ibnhajar,duafa_uqayli:ج3/ص444
الفضل بن يسار,الفضل بن يسار,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),duafa_uqayli; lisan_mizan_ibnhajar,duafa_uqayli:ج3/ص447
قدامة بن عبد الله,قدامه بن عبد الله,2,2,biography/ṭabaqāt; general/jarḥ+taʿdīl,lisan_mizan_ibnhajar; tabaqat_ibnsad,tabaqat_ibnsad:ج6/ص194
قرة بن العلاء السعدي,قره بن العلا السعدي,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),duafa_uqayli; lisan_mizan_ibnhajar,duafa_uqayli:ج3/ص486
قطن بن سعير بن الخمس,قطن بن سعير بن الخمس,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),duafa_uqayli; lisan_mizan_ibnhajar,
قنبر مولى علي,قنبر مولي علي,2,2,general/jarḥ+taʿdīl; ikhtilāṭ,ightibat_sibt_ibnajami; lisan_mizan_ibnhajar,lisan_mizan_ibnhajar:ج6/ص399
قيس بن الربيع,قيس بن الربيع,2,2,biography/ṭabaqāt; general/jarḥ+taʿdīl,lisan_mizan_ibnhajar; tabaqat_ibnsad,tabaqat_ibnsad:ج8/ص498
قيس بن زيد,قيس بن زيد,2,2,biography/ṭabaqāt; general/jarḥ+taʿdīl,lisan_mizan_ibnhajar; tabaqat_ibnsad,tabaqat_ibnsad:ج6/ص253
قيس بن ميناء,قيس بن مينا,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),duafa_uqayli; lisan_mizan_ibnhajar,duafa_uqayli:ج3/ص469
كثير بن عبد الله اليشكري,كثير بن عبد الله اليشكري,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),duafa_uqayli; lisan_mizan_ibnhajar,duafa_uqayli:ج4/ص5
كنانة بن جبلة,كنانه بن جبله,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),duafa_uqayli; lisan_mizan_ibnhajar,
مالك بن سليمان الهروي,مالك بن سليمان الهروي,2,2,general/jarḥ+taʿdīl; tadlīs,lisan_mizan_ibnhajar; tabaqat_mudallisin_ibnhajar,
محبر بن قحذم,محبر بن قحذم,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),duafa_uqayli; lisan_mizan_ibnhajar,duafa_uqayli:ج4/ص259
محفوظ بن أبي توبة,محفوظ بن ابي توبه,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),duafa_uqayli; lisan_mizan_ibnhajar,
محمد بن إبراهيم بن عبد الله بن معبد بن عباس الهاشمي,محمد بن ابراهيم بن عبد الله بن معبد بن عباس الهاشمي,2,2,general; general/jarḥ+taʿdīl,lisan_mizan_ibnhajar; tarikh_kabir_bukhari,
محمد بن الأزهر الجوزجاني,محمد بن الازهر الجوزجاني,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),duafa_uqayli; lisan_mizan_ibnhajar,duafa_uqayli:ج4/ص32
محمد بن أسلم,محمد بن اسلم,2,2,general; general/jarḥ+taʿdīl,lisan_mizan_ibnhajar; tarikh_kabir_bukhari,
محمد بن إسماعيل بن طريح الثقفي,محمد بن اسماعيل بن طريح الثقفي,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),duafa_uqayli; lisan_mizan_ibnhajar,duafa_uqayli:ج4/ص21
محمد بن إسماعيل,محمد بن اسماعيل,2,2,biography/ṭabaqāt; general/jarḥ+taʿdīl,lisan_mizan_ibnhajar; tabaqat_ibnsad,tabaqat_ibnsad:ج7/ص615
محمد بن جابر الحلبي.</span>,محمد بن جابر الحلبي,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),duafa_uqayli; lisan_mizan_ibnhajar,duafa_uqayli:ج4/ص43
محمد بن جابر,محمد بن جابر,2,2,biography/ṭabaqāt; general/jarḥ+taʿdīl,lisan_mizan_ibnhajar; tabaqat_ibnsad,tabaqat_ibnsad:ج8/ص117
محمد بن جرير بن رستم أبو جعفر الطبري,محمد بن جرير بن رستم ابو جعفر الطبري,2,2,biography; general/jarḥ+taʿdīl,lisan_mizan_ibnhajar; siyar_dhahabi,siyar_dhahabi:ج14/ص282
محمد بن جعفر بن عبد الله بن جعفر,محمد بن جعفر بن عبد الله بن جعفر,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),duafa_ibnjawzi; lisan_mizan_ibnhajar,
محمد بن جميل الهروي,محمد بن جميل الهروي,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),duafa_ibnjawzi; lisan_mizan_ibnhajar,
محمد بن حاتم بن خزيمة الكشي,محمد بن حاتم بن خزيمه الكشي,2,2,biography; general/jarḥ+taʿdīl,lisan_mizan_ibnhajar; siyar_dhahabi,siyar_dhahabi:ج15/ص380
محمد بن الحارث بن وقدان العتكي,محمد بن الحارث بن وقدان العتكي,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),duafa_uqayli; lisan_mizan_ibnhajar,duafa_uqayli:ج4/ص47
محمد بن الحسن الصدفي,محمد بن الحسن الصدفي,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),duafa_uqayli; lisan_mizan_ibnhajar,duafa_uqayli:ج4/ص51
محمد بن الحسن الهاشمي,محمد بن الحسن الهاشمي,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),duafa_uqayli; lisan_mizan_ibnhajar,duafa_uqayli:ج4/ص51
محمد بن الحسن بن كوثر أبو بحر البربهاري,محمد بن الحسن بن كوثر ابو بحر البربهاري,2,2,general/jarḥ+taʿdīl; jarḥ (ḍuʿafāʾ),duafa_ibnjawzi; lisan_mizan_ibnhajar,
محمد بن الحسين البخاري,محمد بن الحسين البخاري,2,2,general/jarḥ+taʿdīl; tadlīs,lisan_mizan_ibnhajar; tabaqat_mudallisin_ibnhajar,
