display_name,name_norm,n_books,n_entries,source_types,books,pages
عبد الله بن نافع بن أبي العمياء عن,عبد الله بن نافع بن ابي العميا عن,2,2,general (six-books); jarḥ (ḍuʿafāʾ),kashif_dhahabi; mughni_duafa_dhahabi,
عبد الحميد بن جعفر بن عبد الله الأنصاري,عبد الحميد بن جعفر بن عبد الله الانصاري,2,2,biography; general (six-books),kashif_dhahabi; siyar_dhahabi,siyar_dhahabi:ج7/ص20
عبد الحميد بن عبد الرحمن بن زيد بن,عبد الحميد بن عبد الرحمن بن زيد بن,2,2,general (six-books); marāsīl/connection,jami_tahsil_alai; kashif_dhahabi,
عبد الرحمن بن أبي بكر بن عبيد الله,عبد الرحمن بن ابي بكر بن عبيد الله,2,2,general (six-books); jarḥ (ḍuʿafāʾ),duafa_ibnjawzi; kashif_dhahabi,
عبد الرحمن بن الحارث بن عبد الله بن,عبد الرحمن بن الحارث بن عبد الله بن,2,2,general (six-books); jarḥ (ḍuʿafāʾ),duafa_ibnjawzi; kashif_dhahabi,
عبد الرحمن بن صفوان بن أمية مختلف في,عبد الرحمن بن صفوان بن اميه مختلف في,2,2,general (six-books); marāsīl/connection,jami_tahsil_alai; kashif_dhahabi,
عبد الرحمن بن عبد الله بن عتبة بن,عبد الرحمن بن عبد الله بن عتبه بن,2,2,general (six-books); jarḥ (ḍuʿafāʾ),duafa_ibnjawzi; kashif_dhahabi,
عبد الرحمن بن هانئ أبو نعيم النخعي الكوفي,عبد الرحمن بن هاني ابو نعيم النخعي الكوفي,2,2,general (six-books); jarḥ (ḍuʿafāʾ),duafa_ibnjawzi; kashif_dhahabi,
عبد الملك بن أبي بكر بن عبد الرحمن,عبد الملك بن ابي بكر بن عبد الرحمن,2,2,general (six-books); marāsīl/connection,jami_tahsil_alai; kashif_dhahabi,
عبيد الله بن عبد الله أبو المنيب العتكي,عبيد الله بن عبد الله ابو المنيب العتكي,2,2,general (six-books); jarḥ (ḍuʿafāʾ),duafa_ibnjawzi; kashif_dhahabi,kashif_dhahabi:ج1/ص682
عمر بن عبد الله بن يعلى بن مرة,عمر بن عبد الله بن يعلي بن مره,2,2,general (six-books); jarḥ (ḍuʿafāʾ),duafa_ibnjawzi; kashif_dhahabi,
عمرو بن شعيب بن محمد بن عبد الله,عمرو بن شعيب بن محمد بن عبد الله,2,2,general (six-books); jarḥ (ḍuʿafāʾ),duafa_ibnjawzi; kashif_dhahabi,kashif_dhahabi:ج2/ص78
القاسم بن عبد الرحمن بن عبد الله بن,القاسم بن عبد الرحمن بن عبد الله بن,2,2,general (six-books); marāsīl/connection,jami_tahsil_alai; kashif_dhahabi,
كثير بن عبد الله بن عمرو بن عوف,كثير بن عبد الله بن عمرو بن عوف,2,2,general (six-books); jarḥ (ḍuʿafāʾ),duafa_ibnjawzi; kashif_dhahabi,kashif_dhahabi:ج2/ص145
محمد بن طلحة بن عبد الله بن عبد,محمد بن طلحه بن عبد الله بن عبد,2,2,general (six-books); marāsīl/connection,jami_tahsil_alai; kashif_dhahabi,
مطرف بن عبد الله بن الشخير الحرشي العامري,مطرف بن عبد الله بن الشخير الحرشي العامري,2,2,biography; general (six-books),kashif_dhahabi; siyar_dhahabi,siyar_dhahabi:ج4/ص187
معمر بن محمد بن عبيد الله بن أبي,معمر بن محمد بن عبيد الله بن ابي,2,2,general (six-books); jarḥ (ḍuʿafāʾ),duafa_ibnjawzi; kashif_dhahabi,
يحيى بن إسحاق بن عبد الله بن أبي,يحيي بن اسحاق بن عبد الله بن ابي,2,2,general (six-books); marāsīl/connection,jami_tahsil_alai; kashif_dhahabi,kashif_dhahabi:ج2/ص360
يحيى بن عبد الرحمن بن حاطب بن أبي,يحيي بن عبد الرحمن بن حاطب بن ابي,2,2,general (six-books); marāsīl/connection,jami_tahsil_alai; kashif_dhahabi,
يزيد بن عبد الله بن أسامة بن الهاد,يزيد بن عبد الله بن اسامه بن الهاد,2,2,general (six-books); marāsīl/connection,jami_tahsil_alai; kashif_dhahabi,
أبو أحمد الزبيري: محمد بن عبد الله. [=,ابو احمد الزبيري محمد بن عبد الله,2,2,biography; general (six-books),kashif_dhahabi; siyar_dhahabi,kashif_dhahabi:ج2/ص405 | siyar_dhahabi:ج9/ص529
أبو بكر بن عبد الله بن محمد بن,ابو بكر بن عبد الله بن محمد بن,2,2,general (six-books); jarḥ (ḍuʿafāʾ),duafa_ibnjawzi; kashif_dhahabi,
أبو بكر بن عبد الرحمن بن الحارث بن,ابو بكر بن عبد الرحمن بن الحارث بن,2,2,general (six-books); marāsīl/connection,jami_tahsil_alai; kashif_dhahabi,
أبو تميم الجيشاني: عبد الله بن مالك. [=,ابو تميم الجيشاني عبد الله بن مالك,2,2,biography; general (six-books),kashif_dhahabi; siyar_dhahabi,siyar_dhahabi:ج4/ص73
أبو رجاء العطاردي: عمران بن ملحان. [= 4275].,ابو رجا العطاردي عمران بن ملحان,2,2,biography; general (six-books),kashif_dhahabi; siyar_dhahabi,siyar_dhahabi:ج4/ص253
أبو زيد الهروي: سعيد بن الربيع. [= 1882].,ابو زيد الهروي سعيد بن الربيع,2,2,biography; general (six-books),kashif_dhahabi; siyar_dhahabi,siyar_dhahabi:ج9/ص496
أبو سفيان المعمري: محمد بن حميد. [= 4811].,ابو سفيان المعمري محمد بن حميد,2,2,biography; general (six-books),kashif_dhahabi; siyar_dhahabi,kashif_dhahabi:ج2/ص430 | siyar_dhahabi:ج9/ص39
أبو شهاب الحناط: عبد ربه بن نافع. [=,ابو شهاب الحناط عبد ربه بن نافع,2,2,biography; general (six-books),kashif_dhahabi; siyar_dhahabi,siyar_dhahabi:ج8/ص226
أبو عبد الرحمن السلمي: عبد الله بن حبيب.,ابو عبد الرحمن السلمي عبد الله بن حبيب,2,2,biography; general (six-books),kashif_dhahabi; siyar_dhahabi,siyar_dhahabi:ج4/ص267
أبو عثمان النهدي: عبد الرحمن بن مل. [=,ابو عثمان النهدي عبد الرحمن بن مل,2,2,biography; general (six-books),kashif_dhahabi; siyar_dhahabi,siyar_dhahabi:ج4/ص175
أبو عمرو الشيباني: سعد بن إياس. [= 1824].,ابو عمرو الشيباني سعد بن اياس,2,2,biography; general (six-books),kashif_dhahabi; siyar_dhahabi,siyar_dhahabi:ج4/ص173
أبو عمران الجوني: عبد الملك بن حبيب. [=,ابو عمران الجوني عبد الملك بن حبيب,2,2,biography; general (six-books),kashif_dhahabi; siyar_dhahabi,siyar_dhahabi:ج5/ص255
أبو العلاء القصاب: أيوب بن مسكين. [= 525].,ابو العلا القصاب ايوب بن مسكين,2,2,general (six-books); jarḥ (ḍuʿafāʾ),kashif_dhahabi; mughni_duafa_dhahabi,
أبو مجلز: لاحق. [= 6120].,ابو مجلز لاحق,2,2,biography/ṭabaqāt; general (six-books),kashif_dhahabi; tabaqat_ibnsad,kashif_dhahabi:ج2/ص456
أبو نعيم النخعي: عبد الرحمن بن هانئ. [=,ابو نعيم النخعي عبد الرحمن بن هاني,2,2,general (six-books); jarḥ (ḍuʿafāʾ),kashif_dhahabi; mughni_duafa_dhahabi,
الرياشي: عباس بن الفرج. [= 2606],الرياشي عباس بن الفرج,2,2,biography; general (six-books),kashif_dhahabi; siyar_dhahabi,siyar_dhahabi:ج12/ص372
إبراهيم بن إسحاق الصيني,ابراهيم بن اسحاق الصيني,2,2,jarḥ (ḍuʿafāʾ),duafa_ibnjawzi; mughni_duafa_dhahabi,
إسحاق بن محمد الفروي قال النسائي ليس بثقة,اسحاق بن محمد الفروي قال النسايي ليس بثقه,2,2,jarḥ (ḍuʿafāʾ),duafa_ibnjawzi; mughni_duafa_dhahabi,
إسماعيل بن أبي بكر عن عبدة بن أبي,اسماعيل بن ابي بكر عن عبده بن ابي,2,2,jarḥ (ḍuʿafāʾ),duafa_ibnjawzi; mughni_duafa_dhahabi,
إسماعيل بن شبيب الطائفي,اسماعيل بن شبيب الطايفي,2,2,jarḥ (ḍuʿafāʾ),duafa_uqayli; mughni_duafa_dhahabi,mughni_duafa_dhahabi:ج1/ص82 | duafa_uqayli:ج1/ص83
إسماعيل بن شروس الصنعاني,اسماعيل بن شروس الصنعاني,2,2,jarḥ (ḍuʿafāʾ),duafa_uqayli; mughni_duafa_dhahabi,duafa_uqayli:ج1/ص84
اياس بن مقاتل عن عطاء قال الازدي ضعيف,اياس بن مقاتل عن عطا قال الازدي ضعيف,2,2,jarḥ (ḍuʿafāʾ),duafa_ibnjawzi; mughni_duafa_dhahabi,
البراء بن عبد الله بن يزيد الغنوي البصري,البرا بن عبد الله بن يزيد الغنوي البصري,2,2,jarḥ (ḍuʿafāʾ),duafa_ibnjawzi; mughni_duafa_dhahabi,
بشر بن الحسين الاصبهاني,بشر بن الحسين الاصبهاني,2,2,jarḥ (ḍuʿafāʾ),duafa_uqayli; mughni_duafa_dhahabi,duafa_uqayli:ج1/ص141
جعفر بن عمران الواسطي عن عمر بن كثير,جعفر بن عمران الواسطي عن عمر بن كثير,2,2,jarḥ (ḍuʿafāʾ),duafa_ibnjawzi; mughni_duafa_dhahabi,
الحارث بن محمد عن أبي الطفيل,الحارث بن محمد عن ابي الطفيل,2,2,jarḥ (ḍuʿafāʾ),duafa_uqayli; mughni_duafa_dhahabi,duafa_uqayli:ج1/ص211
حبان بن زهير ويقال ابن يسار أبو روح,حبان بن زهير ويقال ابن يسار ابو روح,2,2,jarḥ (ḍuʿafāʾ),duafa_ibnjawzi; mughni_duafa_dhahabi,
الحسن بن علي الشروي عن عطاء,الحسن بن علي الشروي عن عطا,2,2,jarḥ (ḍuʿafāʾ),duafa_uqayli; mughni_duafa_dhahabi,duafa_uqayli:ج1/ص234
الحسن بن علي الهاشمي عن الأعرج,الحسن بن علي الهاشمي عن الاعرج,2,2,jarḥ (ḍuʿafāʾ),duafa_uqayli; mughni_duafa_dhahabi,duafa_uqayli:ج1/ص234
الحسين بن محمد بن بهرام عن ابن أبي,الحسين بن محمد بن بهرام عن ابن ابي,2,2,jarḥ (ḍuʿafāʾ),duafa_ibnjawzi; mughni_duafa_dhahabi,
الحكم بن عبد الله بن خطاف أبو سلمة,الحكم بن عبد الله بن خطاف ابو سلمه,2,2,jarḥ (ḍuʿafāʾ),duafa_ibnjawzi; mughni_duafa_dhahabi,
الحكم بن عبد الله بن سعد الأيلي,الحكم بن عبد الله بن سعد الايلي,2,2,jarḥ (ḍuʿafāʾ),duafa_uqayli; mughni_duafa_dhahabi,duafa_uqayli:ج1/ص256
الحكم بن عمرو عن عمر بن عبد العزيز,الحكم بن عمرو عن عمر بن عبد العزيز,2,2,jarḥ (ḍuʿafāʾ),duafa_ibnjawzi; mughni_duafa_dhahabi,
الحكم بن يعلى بن عطاء المحاربي,الحكم بن يعلي بن عطا المحاربي,2,2,jarḥ (ḍuʿafāʾ),duafa_uqayli; mughni_duafa_dhahabi,duafa_uqayli:ج1/ص260
حماد بن عمرو النصيبي,حماد بن عمرو النصيبي,2,2,jarḥ (ḍuʿafāʾ),duafa_uqayli; mughni_duafa_dhahabi,mughni_duafa_dhahabi:ج1/ص189 | duafa_uqayli:ج1/ص308
خالد بن شوذب بصري,خالد بن شوذب بصري,2,2,jarḥ (ḍuʿafāʾ),duafa_uqayli; mughni_duafa_dhahabi,
درمك بن عمرو عن أبي اسحاق,درمك بن عمرو عن ابي اسحاق,2,2,jarḥ (ḍuʿafāʾ),duafa_uqayli; mughni_duafa_dhahabi,duafa_uqayli:ج2/ص46
رجاء بن صبيح أبو يحيى صاحب السقط عن,رجا بن صبيح ابو يحيي صاحب السقط عن,2,2,jarḥ (ḍuʿafāʾ),duafa_ibnjawzi; mughni_duafa_dhahabi,
سعد بن حبيب عن الحسن,سعد بن حبيب عن الحسن,2,2,jarḥ (ḍuʿafāʾ),duafa_ibnjawzi; mughni_duafa_dhahabi,
سعيد بن أبي بكر بن أبي موسى,سعيد بن ابي بكر بن ابي موسي,2,2,jarḥ (ḍuʿafāʾ),duafa_uqayli; mughni_duafa_dhahabi,duafa_uqayli:ج2/ص102
سعيد بن حريث عن الحسن,سعيد بن حريث عن الحسن,2,2,jarḥ (ḍuʿafāʾ),duafa_ibnjawzi; mughni_duafa_dhahabi,
سعيد بن شرحبيل عن زيد بن أبي أوفى,سعيد بن شرحبيل عن زيد بن ابي اوفي,2,2,jarḥ (ḍuʿafāʾ),duafa_ibnjawzi; mughni_duafa_dhahabi,
سعيد بن عبد الله بن ضرار عن انس,سعيد بن عبد الله بن ضرار عن انس,2,2,jarḥ (ḍuʿafāʾ),duafa_ibnjawzi; mughni_duafa_dhahabi,
سعيد التمار عن أنس,سعيد التمار عن انس,2,2,jarḥ (ḍuʿafāʾ),duafa_uqayli; mughni_duafa_dhahabi,duafa_uqayli:ج2/ص102
سلام بن سليمان المدائني,سلام بن سليمان المدايني,2,2,jarḥ (ḍuʿafāʾ),duafa_uqayli; mughni_duafa_dhahabi,duafa_uqayli:ج2/ص161
سلام بن مسكين,سلام بن مسكين,2,2,biography/ṭabaqāt; jarḥ (ḍuʿafāʾ),mughni_duafa_dhahabi; tabaqat_ibnsad,
سليمان بن أحمد الواسطي,سليمان بن احمد الواسطي,2,2,jarḥ (ḍuʿafāʾ),duafa_uqayli; mughni_duafa_dhahabi,duafa_uqayli:ج2/ص122
سليمان بن داود اليمامي عن يحيى بن أبي كثير,سليمان بن داود اليمامي عن يحيي بن ابي كثير,2,2,jarḥ (ḍuʿafāʾ),duafa_uqayli; mughni_duafa_dhahabi,duafa_uqayli:ج2/ص126
سليمان بن رجاء عن عبد العزيز بن مسلم,سليمان بن رجا عن عبد العزيز بن مسلم,2,2,jarḥ (ḍuʿafāʾ),duafa_ibnjawzi; mughni_duafa_dhahabi,
سليمان بن شعيب بن الليث بن سعد,سليمان بن شعيب بن الليث بن سعد,2,2,jarḥ (ḍuʿafāʾ),duafa_uqayli; mughni_duafa_dhahabi,duafa_uqayli:ج2/ص130
سليمان بن عمرو أبو داود النخعي,سليمان بن عمرو ابو داود النخعي,2,2,jarḥ (ḍuʿafāʾ),duafa_uqayli; mughni_duafa_dhahabi,
سهيل بن عمير عن أبيه,سهيل بن عمير عن ابيه,2,2,jarḥ (ḍuʿafāʾ),duafa_ibnjawzi; mughni_duafa_dhahabi,
شعيب بن طلحة,شعيب بن طلحه,2,2,biography/ṭabaqāt; jarḥ (ḍuʿafāʾ),mughni_duafa_dhahabi; tabaqat_ibnsad,tabaqat_ibnsad:ج7/ص583
شقيق بن حمزة الأسدي,شقيق بن حمزه الاسدي,2,2,jarḥ (ḍuʿafāʾ),duafa_ibnjawzi; mughni_duafa_dhahabi,
شهاب بن عباد,شهاب بن عباد,2,2,biography/ṭabaqāt; jarḥ (ḍuʿafāʾ),mughni_duafa_dhahabi; tabaqat_ibnsad,
صالح بن عبد القدوس,صالح بن عبد القدوس,2,2,jarḥ (ḍuʿafāʾ),duafa_uqayli; mughni_duafa_dhahabi,
صعصعة بن صوحان,صعصعه بن صوحان,2,2,biography/ṭabaqāt; jarḥ (ḍuʿafāʾ),mughni_duafa_dhahabi; tabaqat_ibnsad,mughni_duafa_dhahabi:ج1/ص308 | tabaqat_ibnsad:ج8/ص340
الضحاك بن يسار بصري,الضحاك بن يسار بصري,2,2,jarḥ (ḍuʿafāʾ),duafa_uqayli; mughni_duafa_dhahabi,duafa_uqayli:ج2/ص218
عاصم بن عبيد الله بن عاصم بن عمر,عاصم بن عبيد الله بن عاصم بن عمر,2,2,jarḥ (ḍuʿafāʾ),duafa_ibnjawzi; mughni_duafa_dhahabi,
عبادة أبو يحيى كان قتادة يرميه بالكذب,عباده ابو يحيي كان قتاده يرميه بالكذب,2,2,jarḥ (ḍuʿafāʾ),duafa_ibnjawzi; mughni_duafa_dhahabi,
عبد الله بن ظالم عن سعيد بن زيد,عبد الله بن ظالم عن سعيد بن زيد,2,2,jarḥ (ḍuʿafāʾ),duafa_uqayli; mughni_duafa_dhahabi,duafa_uqayli:ج2/ص268
عبد الله بن عبد العزيز بن أبي ثابت,عبد الله بن عبد العزيز بن ابي ثابت,2,2,jarḥ (ḍuʿafāʾ),duafa_ibnjawzi; mughni_duafa_dhahabi,
عبد الخبير عن أبيه عن جده ثابت بن,عبد الخبير عن ابيه عن جده ثابت بن,2,2,jarḥ (ḍuʿafāʾ),duafa_ibnjawzi; mughni_duafa_dhahabi,
عبد المنان بن هارون الواسطي قال الأزدي متروك,عبد المنان بن هارون الواسطي قال الازدي متروك,2,2,jarḥ (ḍuʿafāʾ),duafa_ibnjawzi; mughni_duafa_dhahabi,
ليث بن عمرو بن سام قال النسائي ضعيف,ليث بن عمرو بن سام قال النسايي ضعيف,2,2,jarḥ (ḍuʿafāʾ),duafa_ibnjawzi; mughni_duafa_dhahabi,
محمد بن طريف عن سعيد بن المسيب,محمد بن طريف عن سعيد بن المسيب,2,2,jarḥ (ḍuʿafāʾ),duafa_ibnjawzi; mughni_duafa_dhahabi,
محمد بن عبد الرحمن بن فرقد عن الزهري,محمد بن عبد الرحمن بن فرقد عن الزهري,2,2,jarḥ (ḍuʿafāʾ),duafa_ibnjawzi; mughni_duafa_dhahabi,
محمد بن منصور الجعفي,محمد بن منصور الجعفي,2,2,jarḥ (ḍuʿafāʾ),duafa_ibnjawzi; mughni_duafa_dhahabi,
مسلمة عن أبي قلابة,مسلمه عن ابي قلابه,2,2,jarḥ (ḍuʿafāʾ),duafa_ibnjawzi; mughni_duafa_dhahabi,
وأبو محمد البصري عن نعيم بن أبي هند,وابو محمد البصري عن نعيم بن ابي هند,2,2,jarḥ (ḍuʿafāʾ),duafa_ibnjawzi; mughni_duafa_dhahabi,
عبد الله بن سهيل بن عمرو,عبد الله بن سهيل بن عمرو,2,2,biography; biography/ṭabaqāt,siyar_dhahabi; tabaqat_ibnsad,siyar_dhahabi:ج1/ص193 | tabaqat_ibnsad:ج3/ص376
العلاء بن الحضرمي,العلا بن الحضرمي,2,2,biography; biography/ṭabaqāt,siyar_dhahabi; tabaqat_ibnsad,siyar_dhahabi:ج1/ص262 | tabaqat_ibnsad:ج5/ص276
بلال بن رباح,بلال بن رباح,2,2,biography; biography/ṭabaqāt,siyar_dhahabi; tabaqat_ibnsad,siyar_dhahabi:ج1/ص347 | tabaqat_ibnsad:ج3/ص213
أبو رافع مولى رسول الله -صلى الله عليه وسلم,ابو رافع مولي رسول الله صلي الله عليه وسلم,2,2,biography; biography/ṭabaqāt,siyar_dhahabi; tabaqat_ibnsad,siyar_dhahabi:ج2/ص16 | tabaqat_ibnsad:ج4/ص67
فاطمة بنت رسول الله ** -صلى الله عليه وسلم,فاطمه بنت رسول الله صلي الله عليه وسلم,2,2,biography; biography/ṭabaqāt,siyar_dhahabi; tabaqat_ibnsad,siyar_dhahabi:ج2/ص118 | tabaqat_ibnsad:ج10/ص20
زينب بنت رسول الله * -صلى الله عليه وسلم,زينب بنت رسول الله صلي الله عليه وسلم,2,2,biography; biography/ṭabaqāt,siyar_dhahabi; tabaqat_ibnsad,siyar_dhahabi:ج2/ص246 | tabaqat_ibnsad:ج10/ص31
رقية بنت رسول الله * -صلى الله عليه وسلم,رقيه بنت رسول الله صلي الله عليه وسلم,2,2,biography; biography/ṭabaqāt,siyar_dhahabi; tabaqat_ibnsad,siyar_dhahabi:ج2/ص250 | tabaqat_ibnsad:ج10/ص36
أم كلثوم بنت رسول الله * -صلى الله عليه وسلم,ام كلثوم بنت رسول الله صلي الله عليه وسلم,2,2,biography; biography/ṭabaqāt,siyar_dhahabi; tabaqat_ibnsad,siyar_dhahabi:ج2/ص252 | tabaqat_ibnsad:ج10/ص38
معيقيب بن أبي فاطمة الدوسي,معيقيب بن ابي فاطمه الدوسي,2,2,biography; biography/ṭabaqāt,siyar_dhahabi; tabaqat_ibnsad,siyar_dhahabi:ج2/ص491 | tabaqat_ibnsad:ج4/ص109
أبو ثعلبة الخشني,ابو ثعلبه الخشني,2,2,biography; biography/ṭabaqāt,siyar_dhahabi; tabaqat_ibnsad,siyar_dhahabi:ج2/ص567 | tabaqat_ibnsad:ج9/ص419
أبو عنبة الخولاني,ابو عنبه الخولاني,2,2,biography; biography/ṭabaqāt,siyar_dhahabi; tabaqat_ibnsad,siyar_dhahabi:ج3/ص433 | tabaqat_ibnsad:ج9/ص439
